id,label,substate,in_slop_archive,body_chars,cve_ids,created_at,title
"694988","unlabelled","informative","False","2860","[]","2019-09-14T20:45:50.296Z","Resource leak when using a normal site as DOH server"
"696822","unlabelled","informative","False","2698","[]","2019-09-18T01:52:21.989Z","Potential invocation of qsort on uninitialized memory during cookie save"
"704621","unlabelled","informative","False","1832","['CVE-2018-3774']","2019-10-01T02:48:40.536Z","SSRF via maliciously crafted URL due to host confusion"
"707006","unlabelled","informative","False","4985","[]","2019-10-03T09:46:43.827Z","use after free in cookie.c"
"713975","unlabelled","informative","False","1675","[]","2019-10-14T14:51:22.948Z","Only OpenSSL handles a CRL when passed in via CApath "
"714215","unlabelled","informative","False","6373","['CVE-2019-1552', 'CVE-2019-5443']","2019-10-14T23:02:51.094Z","curl on Windows can be forced to execute code via OpenSSL environment variables"
"715413","unlabelled","informative","False","2244","['CVE-2019-14553']","2019-10-16T11:24:19.420Z","curl successfully matches IP address literal in URL against IP address literal in certificate Common Name"
"724134","unlabelled","informative","False","2267","[]","2019-10-28T18:37:12.913Z","Race condition with CURL_LOCK_DATA_CONNECT can cause connections to be used at the same time"
"726117","unlabelled","not-applicable","False","3298","[]","2019-10-31T06:08:59.735Z","SMB access smuggling via FILE URL on Windows"
"765664","unlabelled","informative","False","2379","[]","2019-12-29T05:53:26.416Z","Heap Buffer Overflow (READ of size 1) in ourWriteOut"
"770190","unlabelled","informative","False","955","[]","2020-01-08T11:29:41.917Z","Unexpected access to process open files via file:///proc/self/fd/n"
"773313","unlabelled","not-applicable","False","2742","[]","2020-01-13T09:25:45.926Z","Port and service scanning on localhost due to improper URL validation."
"774883","unlabelled","informative","False","348","[]","2020-01-14T17:44:31.429Z","Division by zero if terminal width is 2"
"812969","unlabelled","informative","False","932","['CVE-2019-15601']","2020-03-08T01:06:41.661Z","curl still vulnerable to SMB access smuggling via FILE URL on Windows"
"872089","unlabelled","informative","False","2255","['CVE-2018-16839']","2020-05-12T16:26:28.342Z","Curl_auth_create_plain_message integer overflow leads to heap buffer overflow"
"874778","vuln","resolved","False","4448","['CVE-2020-8169']","2020-05-15T09:14:00.772Z","CVE-2020-8169: Partial password leak over DNS on HTTP redirect"
"875775","unlabelled","informative","False","4573","[]","2020-05-15T23:21:01.674Z","Invalid write (or double free) triggers curl command line tool crash"
"887462","vuln","resolved","False","2737","['CVE-2020-8177']","2020-05-30T13:08:39.175Z","CVE-2020-8177: curl overwrite local file with -J"
"889160","unlabelled","informative","False","4652","[]","2020-06-02T08:45:04.680Z","Poll loop/hang on incomplete HTTP header"
"926638","unlabelled","informative","False","3099","['CVE-2020-8177']","2020-07-18T00:52:32.779Z","curl overwrites local file with -J option if file non-readable, but file writable."
"948876","vuln","resolved","False","6055","['CVE-2020-8231']","2020-07-31T20:57:36.135Z","CVE-2020-8231: Connect-only connections can use the wrong connection"
"1019372","unlabelled","informative","False","2805","[]","2020-10-26T21:42:14.273Z","Parallel upload hangs curl if upload file not found"
"1019457","unlabelled","informative","False","3475","[]","2020-10-27T00:52:50.602Z","Data race conditions reported by helgrind when performing parallel DNS queries in libcurl"
"1024749","unlabelled","not-applicable","False","857","[]","2020-11-02T19:25:25.066Z","Cookie exposure due to unexpected file permission change"
"1040166","vuln","resolved","False","2379","['CVE-2020-8284']","2020-11-21T13:57:43.758Z","CVE-2020-8284: trusting FTP PASV responses"
"1045844","vuln","resolved","False","3257","['CVE-2020-8285']","2020-11-27T22:59:28.374Z","CVE-2020-8285: FTP wildcard stack overflow"
"1048457","vuln","resolved","False","1774","['CVE-2020-8286']","2020-12-01T20:53:56.493Z","CVE-2020-8286: Inferior OCSP verification"
"1049624","unlabelled","informative","False","1456","[]","2020-12-03T11:02:57.013Z","Abusing URL Parsers by long schema name"
"1086259","unlabelled","not-applicable","False","1386","['CVE-2018-1000007']","2021-01-25T02:37:39.824Z","Proxy-Authorization header carried to a new host on a redirect"
"1101882","vuln","resolved","False","3465","['CVE-2021-22876']","2021-02-12T01:08:34.999Z","CVE-2021-22876: Automatic referer leaks credentials"
"1113663","unlabelled","not-applicable","False","534","[]","2021-03-01T09:37:07.051Z","Inadequate Cryptographic Key Size and Insecure Cryptographic Mode.  File Name :- curl_ntlm_core.c"
"1129529","vuln","resolved","False","5275","['CVE-2021-22890']","2021-03-17T18:30:33.904Z","CVE-2021-22890: TLS 1.3 session ticket proxy host mixup"
"1172857","vuln","resolved","False","1477","['CVE-2021-22897']","2021-04-22T22:39:18.170Z","CVE-2021-22897: schannel cipher selection surprise"
"1176461","vuln","resolved","False","13213","['CVE-2021-22898']","2021-04-27T09:49:43.213Z","CVE-2021-22898: TELNET stack contents disclosure"
"1180380","vuln","resolved","False","2522","['CVE-2021-22901']","2021-04-29T20:31:01.285Z","CVE-2021-22901: TLS session caching disaster"
"1213175","vuln","resolved","False","1371","['CVE-2021-22922']","2021-05-30T20:49:36.999Z","CVE-2021-22922: Wrong content via metalink not discarded"
"1213181","vuln","resolved","False","1334","['CVE-2021-22923']","2021-05-30T21:32:16.923Z","CVE-2021-22923: Metalink download sends credentials"
"1223565","vuln","resolved","False","5487","['CVE-2021-22924']","2021-06-11T03:47:23.868Z","CVE-2021-22924: Bad connection reuse due to flawed path name checks"
"1223882","vuln","resolved","False","3253","['CVE-2021-22925', 'CVE-2021-22898']","2021-06-11T12:15:31.808Z","CVE-2021-22925: TELNET stack contents disclosure again"
"1234760","vuln","resolved","False","1659","['CVE-2021-22926']","2021-06-15T15:39:06.658Z","CVE-2021-22926: CURLOPT_SSLCERT mixup with Secure Transport"
"1269242","vuln","resolved","False","3859","['CVE-2021-22945']","2021-07-19T18:20:56.555Z","CVE-2021-22945: UAF and double-free in MQTT sending"
"1334111","vuln","resolved","False","836","['CVE-2021-22946']","2021-09-09T00:34:37.934Z","CVE-2021-22946: Protocol downgrade required TLS bypassed"
"1334763","vuln","resolved","False","455","['CVE-2021-22947']","2021-09-09T14:00:44.703Z","CVE-2021-22947: STARTTLS protocol injection via MITM"
"1444539","unlabelled","informative","False","6618","[]","2022-01-09T15:24:59.000Z"," Remote memory disclosure vulnerability in libcurl on 64 Bit Windows"
"1463013","unlabelled","informative","False","1399","[]","2022-01-28T18:22:32.999Z","Occasional use-after-free in multi_done() libcurl-7.81.0"
"1468962","unlabelled","not-applicable","False","1062","[]","2022-02-03T02:22:00.637Z","Binary output bypass"
"1485379","unlabelled","not-applicable","False","2086","[]","2022-02-18T18:51:47.485Z","Use of Unsafe function || Strcpy"
"1521610","unlabelled","informative","False","1733","[]","2022-03-24T21:32:03.625Z","Denial of Service vulnerability in curl when parsing MQTT server response"
"1526328","vuln","resolved","False","1184","['CVE-2022-22576']","2022-03-30T12:47:16.155Z","CVE-2022-22576: OAUTH2 bearer bypass in connection re-use"
"1542881","unlabelled","informative","False","8973","[]","2022-04-17T03:11:27.249Z","curl proceeds with unsafe connections when -K file can't be read"
"1543773","vuln","resolved","False","1834","['CVE-2022-27774']","2022-04-18T19:36:47.046Z","CVE-2022-27774: Credential leak on redirect"
"1546268","vuln","resolved","False","1601","['CVE-2022-27775']","2022-04-21T03:28:28.374Z","CVE-2022-27775: Bad local IPv6 connection reuse"
"1547048","vuln","resolved","False","1627","['CVE-2022-27776']","2022-04-21T15:20:43.908Z","CVE-2022-27776: Auth/cookie leak on redirect "
"1548535","unlabelled","informative","False","1326","[]","2022-04-23T02:47:28.668Z","--libcurl code injection via trigraphs"
"1549435","unlabelled","not-applicable","False","665","[]","2022-04-24T16:02:36.316Z","CURLOPT_SSH_HOST_PUBLIC_KEY_SHA256 comparison disaster"
"1549461","unlabelled","not-applicable","False","1335","[]","2022-04-24T17:04:26.172Z","CURLOPT_SSH_HOST_PUBLIC_KEY_MD5 bypass if string not 32 chars"
"1553301","vuln","resolved","False","1265","['CVE-2022-27779']","2022-04-28T08:30:28.110Z","CVE-2022-27779: cookie for trailing dot TLD"
"1553598","vuln","resolved","False","1322","['CVE-2022-27778']","2022-04-28T12:58:26.679Z","CVE-2022-27778: curl removes wrong file on error"
"1553841","vuln","resolved","False","2563","['CVE-2022-27780']","2022-04-28T17:26:19.588Z","CVE-2022-27780: percent-encoded path separator in URL host"
"1555440","unlabelled","not-applicable","False","3606","[]","2022-04-30T19:22:20.287Z","match"
"1555441","vuln","resolved","False","3173","['CVE-2022-27781']","2022-04-30T19:24:14.187Z","CVE-2022-27781: CERTINFO never-ending busy-loop"
"1555796","vuln","resolved","False","1828","['CVE-2022-27782']","2022-05-01T14:44:23.904Z","CVE-2022-27782: TLS and SSH connection too eager reuse"
"1557449","vuln","resolved","False","1017","['CVE-2022-30115']","2022-05-03T09:03:34.537Z","CVE-2022-30115: HSTS bypass via trailing dot"
"1560324","unlabelled","not-applicable","False","3284","[]","2022-05-05T17:48:16.307Z","Cookie injection from non-secure context"
"1563061","unlabelled","not-applicable","False","2089","[]","2022-05-08T19:54:44.597Z","Certificate authentication re-use on redirect"
"1564922","unlabelled","not-applicable","False","1464","['CVE-2019-5435']","2022-05-10T16:10:48.863Z","Integer overflows in unescape_word()"
"1566462","unlabelled","not-applicable","False","3058","[]","2022-05-12T06:20:27.793Z","error parse uri path in curl"
"1567257","unlabelled","informative","False","6893","[]","2022-05-12T14:53:29.280Z","Memory leak in CURLOPT_XOAUTH2_BEARER"
"1568175","unlabelled","not-applicable","False","2988","['CVE-2022-27776']","2022-05-13T11:31:21.465Z","Credential leak on redirect"
"1569926","unlabelled","not-applicable","False","1937","[]","2022-05-13T19:09:38.556Z","Credential leak when use two url"
"1569946","vuln","resolved","False","1860","['CVE-2022-32205']","2022-05-13T19:53:49.142Z","CVE-2022-32205: Set-Cookie denial of service"
"1570651","vuln","resolved","False","1781","['CVE-2022-32206']","2022-05-15T01:56:48.774Z","CVE-2022-32206: HTTP compression denial of service"
"1572120","unlabelled","not-applicable","False","1002","[]","2022-05-16T15:19:36.811Z","curl 'globbing' can lead to denial of service attacks"
"1573634","vuln","resolved","False","2911","['CVE-2022-32207']","2022-05-17T17:28:53.876Z","CVE-2022-32207: Unpreserved file permissions"
"1589847","unlabelled","not-applicable","False","1742","[]","2022-06-02T15:29:52.702Z","Heap overflow via HTTP/2 PUSH_PROMISE"
"1590071","vuln","resolved","False","3719","['CVE-2022-32208']","2022-06-02T20:12:35.145Z","CVE-2022-32208: FTP-KRB bad message verification"
"1590102","unlabelled","not-applicable","False","863","[]","2022-06-02T20:58:34.467Z","KRB-FTP: Security level downgrade"
"1613943","vuln","resolved","False","3597","['CVE-2022-35252']","2022-06-26T08:46:53.961Z","CVE-2022-35252: control code in cookie denial of service"
"1704017","vuln","resolved","False","3487","['CVE-2022-32221']","2022-09-18T23:27:44.853Z","CVE-2022-32221: POST following PUT confusion"
"1721098","vuln","resolved","False","1922","['CVE-2022-35260']","2022-10-03T16:14:04.112Z","CVE-2022-35260: .netrc parser out-of-bounds access"
"1722065","vuln","resolved","False","3201","['CVE-2022-42915']","2022-10-04T15:34:57.518Z","CVE-2022-42915: HTTP proxy double-free"
"1730660","vuln","resolved","False","4487","['CVE-2022-42916']","2022-10-11T16:30:22.558Z","CVE-2022-42916: HSTS bypass via IDN"
"1755083","vuln","resolved","False","1818","['CVE-2022-43551', 'CVE-2022-42916']","2022-10-29T16:45:01.597Z","CVE-2022-43551: Another HSTS bypass via IDN"
"1764858","vuln","resolved","False","579","['CVE-2022-43552']","2022-11-07T16:45:50.217Z","CVE-2022-43552: HTTP Proxy deny use-after-free"
"1813864","vuln","resolved","False","432","['CVE-2023-23914']","2022-12-21T09:59:15.331Z","CVE-2023-23914: curl HSTS ignored on multiple requests"
"1814333","vuln","resolved","False","453","['CVE-2023-23915']","2022-12-21T12:48:23.786Z","CVE-2023-23915: HSTS amnesia with --parallel"
"1814824","unlabelled","informative","False","2588","[]","2022-12-22T04:12:23.366Z","curl file writing susceptible to symlink attacks"
"1825377","unlabelled","informative","False","820","[]","2023-01-07T01:05:51.501Z"," libssh backend CURLOPT_SSH_HOST_PUBLIC_KEY_SHA256 validation bypass"
"1826048","vuln","resolved","False","569","['CVE-2023-23916', 'CVE-2023-23915']","2023-01-08T12:34:31.598Z","CVE-2023-23916: HTTP multi-header compression denial of service"
"1826392","unlabelled","not-applicable","False","1986","[]","2023-01-09T08:16:50.864Z","curl/libcurl vulnerable to TLS truncation attacks"
"1891474","vuln","resolved","False","1837","['CVE-2023-27533']","2023-03-03T19:13:41.218Z","CVE-2023-27533: Telnet option IAC injection"
"1892351","vuln","resolved","False","1391","['CVE-2023-27534']","2023-03-05T02:08:44.770Z","CVE-2023-27534: SFTP path ~ resolving discrepancy"
"1892780","vuln","resolved","False","1220","['CVE-2023-27535']","2023-03-05T21:25:18.291Z","CVE-2023-27535: FTP too eager connection reuse"
"1895135","vuln","resolved","False","1210","['CVE-2023-27536']","2023-03-07T11:00:18.994Z","CVE-2023-27536: GSS delegation too eager connection re-use"
"1897203","vuln","resolved","False","3880","['CVE-2023-27537']","2023-03-08T18:10:27.746Z","CVE-2023-27537: HSTS double-free"
"1898475","vuln","resolved","False","626","['CVE-2023-27538']","2023-03-09T18:09:38.068Z","CVE-2023-27538: SSH connection too eager reuse still"
"1913733","vuln","resolved","False","1923","['CVE-2023-28319']","2023-03-21T12:05:28.374Z","CVE-2023-28319: UAF in SSH sha256 fingerprint check"
"1929597","vuln","resolved","False","6598","['CVE-2023-28320']","2023-04-02T01:19:19.253Z","CVE-2023-28320: siglongjmp race condition"
"1950627","vuln","resolved","False","1742","['CVE-2023-28321']","2023-04-17T16:54:15.242Z","CVE-2023-28321: IDN wildcard match"
"1954658","vuln","resolved","False","3810","['CVE-2023-28322', 'CVE-2022-32221']","2023-04-19T13:43:09.446Z","CVE-2023-28322: more POST-after-PUT confusion"
"1994585","unlabelled","informative","False","763","[]","2023-05-19T19:34:19.757Z","Cache purge requests are not authenticated"
"2039870","vuln","resolved","False","5070","['CVE-2023-32001']","2023-06-27T07:05:59.747Z","CVE-2023-32001: fopen race condition"
"2072338","vuln","resolved","False","2205","['CVE-2023-38039']","2023-07-17T12:43:20.202Z","CVE-2023-38039: HTTP header allocation DOS"
"2148242","vuln","resolved","False","1392","['CVE-2023-38546']","2023-09-14T14:58:50.358Z","CVE-2023-38546: cookie injection with none file"
"2171309","unlabelled","informative","False","3684","[]","2023-09-19T09:41:20.806Z","NULL Pointer dereference in idn.c"
"2187833","vuln","resolved","False","10717","['CVE-2023-38545']","2023-09-30T08:26:30.836Z","CVE-2023-38545: socks5 heap buffer overflow"
"2199174","slop","not-applicable","True","3733","[]","2023-10-10T04:25:20.591Z","[Critical] Curl CVE-2023-38545 vulnerability code changes are disclosed on the internet"
"2212193","vuln","resolved","False","1734","['CVE-2023-46218']","2023-10-16T18:28:56.686Z","CVE-2023-46218: cookie mixed case PSL bypass"
"2236133","vuln","resolved","False","5674","['CVE-2023-46219']","2023-11-02T00:51:08.247Z","CVE-2023-46219: HSTS long file name clears contents"
"2252307","unlabelled","not-applicable","False","4200","[]","2023-11-15T01:23:18.975Z","Buffer overflow and affected url:-https://github.com/curl/curl/blob/master/docs/examples/hsts-preload.c"
"2298307","slop","not-applicable","True","1516","[]","2023-12-28T06:55:53.765Z","Buffer Overflow Vulnerability in WebSocket Handling"
"2298922","vuln","resolved","False","1520","['CVE-2024-0853']","2023-12-29T02:22:16.531Z","CVE-2024-0853: OCSP verification bypass with TLS session reuse"
"2352676","unlabelled","not-applicable","False","2424","[]","2024-02-02T09:26:49.804Z","cookie is sent on redirect"
"2384833","vuln","resolved","False","3118","['CVE-2024-2004']","2024-02-21T19:56:12.005Z","CVE-2024-2004: Usage of disabled protocol"
"2402845","vuln","resolved","False","4188","['CVE-2024-2398']","2024-03-05T16:56:33.495Z","CVE-2024-2398: HTTP/2 push headers memory-leak"
"2402853","unlabelled","informative","False","3111","[]","2024-03-05T17:05:32.550Z","HTTP/2 PUSH_PROMISE DoS"
"2410774","vuln","resolved","False","4447","['CVE-2024-2379']","2024-03-10T21:32:06.332Z","CVE-2024-2379: QUIC certificate check bypass with wolfSSL"
"2416725","vuln","resolved","False","12990","['CVE-2016-3739', 'CVE-2013-4545', 'CVE-2013-6422', 'CVE-2014-0139', 'CVE-2014-1263', 'CVE-2014-2522', 'CVE-2014-8151', 'CVE-2024-2466']","2024-03-14T11:49:49.229Z","CVE-2024-2466: TLS certificate check bypass with mbedTLS"
"2493548","unlabelled","not-applicable","False","3791","['CVE-2023-24329', 'CVE-2024-22243']","2024-05-07T15:11:55.288Z","Incorrect Type Conversion in interpreting IPv4-mapped IPv6 addresses and below `curl` results in indeterminate SSRF vulnerabilities."
"2550951","unlabelled","not-applicable","False","7991","[]","2024-06-13T10:01:20.264Z","Unicode-to-ASCII conversion on Windows can lead to argument injection and more"
"2552179","unlabelled","not-applicable","False","3975","['CVE-2012-1823', 'CVE-2024-4577']","2024-06-14T08:39:46.806Z","Incorrect Encoding Conversion in hostname  results in indeterminate SSRF vulnerabilities"
"2552192","unlabelled","not-applicable","False","4997","[]","2024-06-14T09:03:18.409Z","Denial of Service in curl Request - HTTP headers eat all memory"
"2559516","vuln","resolved","False","3574","['CVE-2024-6197']","2024-06-18T23:00:06.739Z","CVE-2024-6197: freeing stack buffer in utf8asn1str"
"2559558","unlabelled","informative","False","1957","[]","2024-06-19T00:38:03.385Z","NULL dereference when encoding DN of x509 certificate"
"2604391","vuln","resolved","False","5078","['CVE-2024-6874']","2024-07-16T02:07:09.459Z","CVE-2024-6874: macidn punycode buffer overread"
"2629968","vuln","resolved","False","5875","['CVE-2024-7264']","2024-07-30T05:16:36.481Z","CVE-2024-7264: ASN.1 date parser overread"
"2669852","vuln","resolved","False","4548","['CVE-2024-8096']","2024-08-19T17:31:44.551Z","CVE-2024-8096: OCSP stapling bypass with GnuTLS"
"2764830","vuln","resolved","False","2591","['CVE-2024-9681']","2024-10-07T16:58:58.995Z","CVE-2024-9681: HSTS subdomain overwrites parent cache entry"
"2792484","unlabelled","informative","False","2803","[]","2024-10-18T21:29:31.887Z","When curl uses Schannel as TLS backend, it fails to enforce TLS 1.3 cipher suite selections correctly"
"2814750","unlabelled","not-applicable","False","5588","[]","2024-10-31T13:57:58.825Z","Inconsistent URL Parsing in curl Leading to Potential SSRF and Access Control Bypass"
"2819666","slop","not-applicable","True","1365","[]","2024-11-04T16:32:35.237Z","Exploitable Format String Vulnerability in curl_mfprintf Function"
"2823554","slop","not-applicable","True","8930","[]","2024-11-06T01:50:15.925Z","Buffer overflow in strcpy"
"2829063","vuln","resolved","False","1121","['CVE-2024-11053']","2024-11-08T01:10:50.236Z","CVE-2024-11053: netrc + redirect credential leak"
"2831558","unlabelled","not-applicable","False","1289","[]","2024-11-09T23:23:14.491Z","netrc crlf injection"
"2841436","unlabelled","not-applicable","False","938","[]","2024-11-14T04:36:39.340Z","information disclosure "
"2853023","unlabelled","not-applicable","False","1033","[]","2024-11-20T05:07:36.245Z","Information Disclosure at : https://curl.se/.mailmap"
"2859735","unlabelled","not-applicable","False","1090","[]","2024-11-22T03:59:48.431Z","curl --continue-at confusion"
"2861797","unlabelled","not-applicable","False","2323","['CVE-2012-0036']","2024-11-23T01:41:23.019Z","curl mishandles `%0c%0b` sequences in HTTP responses leading to CRLF confusions, Headers and Cookies Injection"
"2864414","unlabelled","not-applicable","False","2830","[]","2024-11-25T11:43:11.661Z","Arbitrary File Deletion Vulnerability in curl Source Code via os.unlink()"
"2864859","unlabelled","not-applicable","False","2210","[]","2024-11-25T19:03:06.178Z","-H with space prefix leads to previous header injection when used with --proxy"
"2871792","slop","not-applicable","True","5185","[]","2024-11-30T20:42:31.156Z","Buffer Overflow Vulnerability in strcpy() Leading to Remote Code Execution"
"2887487","slop","not-applicable","True","8515","[]","2024-12-08T07:15:38.929Z","Buffer Overflow Risk in Curl_inet_ntop and inet_ntop4"
"2904921","unlabelled","not-applicable","False","2988","[]","2024-12-17T19:54:33.967Z","OS Command Injection  (subprocess Module Usage)"
"2905552","slop","not-applicable","True","2485","[]","2024-12-18T04:33:49.429Z","bypass of this Fixed #2437131 [ Inadequate Protocol Restriction Enforcement in curl ]"
"2912277","slop","not-applicable","True","843","[]","2024-12-23T06:24:30.519Z","Hackers Attack Curl Vulnerability Accessing Sensitive Information"
"2915426","unlabelled","not-applicable","False","528","[]","2024-12-27T15:10:29.808Z","Git repository found"
"2917232","vuln","resolved","False","643","['CVE-2025-0167', 'CVE-2024-11053']","2024-12-30T16:02:18.567Z","CVE-2025-0167: netrc and default credential leak"
"2941920","unlabelled","informative","False","5110","[]","2025-01-16T12:00:21.191Z","Elevation of Privileges (EoP) vulnerabilities related to the some easy_options on Windows"
"2946924","unlabelled","not-applicable","False","4195","[]","2025-01-18T04:07:30.291Z","Authorization Header Leak via --location-trusted in Curl"
"2954286","vuln","resolved","False","1736","['CVE-2025-0665']","2025-01-22T19:38:46.786Z","CVE-2025-0665: eventfd double close"
"2956023","vuln","resolved","False","3838","['CVE-2025-0725']","2025-01-23T23:37:03.914Z","CVE-2025-0725: gzip integer overflow"
"2961050","unlabelled","not-applicable","False","5314","[]","2025-01-27T17:30:02.270Z","curl allows SSH connection even if host is not in known_hosts"
"2981245","slop","not-applicable","True","2814","[]","2025-02-07T20:54:16.947Z","('possible') UAF"
"2981303","unlabelled","not-applicable","False","3387","[]","2025-02-07T22:09:34.861Z","TLS Cipher Misconfiguration in HTTP/3/QUIC Support"
"2990139","unlabelled","not-applicable","False","5913","[]","2025-02-12T12:30:43.337Z","Format string vulnerability, curl_msnprintf() function "
"3000639","unlabelled","informative","False","2158","[]","2025-02-19T13:41:48.452Z","curl doesn't hide credentials in /proc/XXX/cmdline provided via CLI arguments"
"3022041","unlabelled","informative","False","4626","[]","2025-03-04T06:24:57.323Z","Use after free (read) in curl_multi_perform with DoH and Proxy options, and resolve timeouts"
"3023139","unlabelled","informative","False","5948","[]","2025-03-05T10:53:46.531Z","Memory leak of ftp (with proxy reuse)"
"3030158","unlabelled","not-applicable","False","1784","[]","2025-03-10T21:00:59.586Z","Improper Restriction of Authentication Attempts in cURL"
"3037326","unlabelled","informative","False","2109","[]","2025-03-13T21:59:27.670Z","Free of uninitialized pointer in doh_decode_rdata_name()"
"3037583","unlabelled","informative","False","4239","[]","2025-03-14T06:42:17.586Z","Buffer Overflow in curl's Rustls Backend"
"3045390","unlabelled","informative","False","3393","[]","2025-03-18T23:38:25.449Z","Double free caused by mqtt_doing()"
"3089595","unlabelled","informative","False","2828","[]","2025-04-11T20:06:52.907Z","Memory leak from doh_write_cb"
"3094406","unlabelled","informative","False","14828","[]","2025-04-15T14:39:02.814Z","Heap‑based buffer overflow in curl -K <config_file> allows arbitrary write ."
"3100073","slop","not-applicable","True","4076","[]","2025-04-18T17:41:17.969Z","Path Traversal Vulnerability in curl via Unsanitized IPFS_PATH Environment Variable"
"3101127","slop","not-applicable","True","6118","[]","2025-04-19T20:20:05.462Z","Buffer Overflow in curl MQTT Test Server (tests/server/mqttd.c) via Malicious CONNECT Packet"
"3116935","slop","not-applicable","True","1997","[]","2025-04-29T07:42:35.530Z","Use of a Broken or Risky Cryptographic Algorithm (CWE-327) in libcurl"
"3117697","slop","not-applicable","True","2453","[]","2025-04-29T10:50:02.405Z","Double Free Vulnerability in `libcurl` Cookie Management (`cookie.c`)"
"3118915","unlabelled","not-applicable","False","1581","[]","2025-04-30T01:08:41.940Z","Potential XSS vector in curl via unsanitized URL parameter handling"
"3120969","unlabelled","not-applicable","False","2219","['CVE-2022-32221']","2025-05-01T05:57:31.566Z","[High] MITM via Insecure CA Path Handling in cURL (--capath, CURLOPT_CAPATH) (CWE-494: Download of Code Without Integrity Check)"
"3120987","unlabelled","not-applicable","False","3034","['CVE-2020-8284']","2025-05-01T06:30:43.163Z","[High] Arbitrary File Write via Path Traversal in cURL CLI (`-o`, `--output`) (CWE-22: Improper Limitation of a Pathname to a Restricted Directory)"
"3124490","unlabelled","not-applicable","False","6100","[]","2025-05-03T05:56:15.693Z","Speculative Execution Side-Channel in `curl` "
"3125820","slop","not-applicable","True","4895","['CVE-2023-44487']","2025-05-04T04:10:47.115Z","HTTP/2 CONTINUATION Flood Vulnerability"
"3125832","slop","not-applicable","True","4894","[]","2025-05-04T04:56:30.714Z","HTTP/3 Stream Dependency Cycle Exploit"
"3133253","unlabelled","informative","False","5894","[]","2025-05-07T19:25:48.502Z","curl_easy_header runs at O(N) or worse and can be abused to use minute(s) of CPU time"
"3133379","unlabelled","not-applicable","False","3114","[]","2025-05-07T22:24:21.872Z","CRLF Injection in `--proxy-header` allows extra HTTP headers (CWE-93)"
"3135673","unlabelled","not-applicable","False","3307","[]","2025-05-08T15:53:37.376Z","curl -OJ allows creating custom .curlrc file which allows exfiltrating private data, among other things"
"3137657","slop","informative","True","4387","[]","2025-05-09T20:18:25.908Z","Memory Leak"
"3148937","unlabelled","informative","False","7149","['CVE-2024-3219']","2025-05-15T16:27:25.495Z","`Curl_socketpair()` fallback vulnerable to man-in-the-middle attack"
"3150884","vuln","resolved","False","1821","['CVE-2025-4947']","2025-05-17T06:01:26.574Z","CVE-2025-4947: QUIC certificate check skip with wolfSSL"
